"codigo","descripcion","um"
"LA7009901FA","PERFIL ""U"" 68x35x(1,4MM/1,5MM)","UN"
"LA7009902FA","PERFIL ""U"" 75x38x(1,4MM/1,5MM)","UN"
"LA7009903FA","PERFIL ""U"" 100x40x(1,4MM/1,5MM)","UN"
"LA7009904FA","PERFIL ""C"" 75x38x13x(1,4MM/1,5MM)","UN"
"LA7009905FA","PERFIL ""C"" 100x40x15x(1,4MM/1,5MM)","UN"
"LA9590104","IONIZADOR SOLAR PARA PISCINA","UN"
"LA9590105","KIT REPARACION ESFERICA SIGAS 20-25MM","JGO"
"LA9590106","MAQUINA DE CONTAR BILLETES","UN"
"LA9590107","SACA HOJA PARA PILETA","UN"
"LA9590108","SIFON GOMA DOBLE ARG.","UN"
"LA9590109","SIFON GOMA SIMPLE ARG.","UN"
"LA7009904FLEJE","FLEJADO ""C"" 75x40x15x1,4MM","KG"
"LA7009905FLEJE","FLEJADO ""C"" 100x40x15x1,4MM","KG"
"LA6201223FA","CHAPA LISA GAL.0,85mm(1,2X2,4)#20","UN"
"LA6201224FA","CHAPA LISA GAL.0,85mm(1,2X3,0)#20","UN"
"LA6201225FA","CHAPA LISA PP BLA  0,33MM(1,2X2,4)","UN"
"LA6201226FA","CHAPA LISA PP BLA 0,33MM(1,2X3,0)","UN"
"LA6201324FA","CHAPA LISA GAL.0,70mm(1,2X3,0)#22","UN"
"LA1001-1","APLIQUE BID.6W L/C 11,5x9x3 PARIS","UN"
"LA1003-1","APLIQUE BID.6W L/C 10x10x10 NIZA","UN"
"LA1003-2","APLIQUE BID.10W L/C 10x10x10 LILE","UN"
"LA1003-6","APLIQUE BID.6W L/C 20x10x10 DIJON","UN"
"LA1003-8","APLIQUE BID.6W L/C 13,5x10 BREST","UN"
"LA1004","APLIQUE BID.5W L/C 10x10x8 PARMA","UN"
"LA1007S","APLIQUE BID.6W L/C 8x6x14 ANGER","UN"
"LA1008L","APLIQUE BID.10W L/C 10x10x10 NANY","UN"
"LA1008S","APLIQUE BID.5W L/C 8x6,8x8 METZ","UN"
"LA1009S","APLIQUE BID.6W L/C 8x6,7x15 CAEN","UN"
"LA1010L","APLIQUE BID.10W L/C 10x10x10 NATY","UN"
"LA1010S","APLIQUE BID.5W L/C 8x6x8 ORLY","UN"
"LA1011L","APLIQUE BID.10W L/C 20x10x10 RUAN","UN"
"LA1011S","APLIQUE BID.6W L/C 6,5x9,5x15 FOZ","UN"
"LA1019-4","APLIQUE BID.12W L/C DIA.100 VILA","UN"
"LA1024F","APLIQUE BID.4W L/C 18x18x5 AVION","UN"
"LA1025","APLIQUE BID.10W L/C 21x8x3,5 CORONA","UN"
"LA1042-2","APLIQUE BID.2W L/C 8x8x3,5 ROMA","UN"
"LA1042-4","APLIQUE BID.4W L/C 12x8x4 MILAN","UN"
"LA1042-6","APLIQUE BID.6W L/C 17x8x4 PISA","UN"
"LA1042-8","APLIQUE BID.8W L/C 22x8x4,5 VERONA","UN"
"LA1049BOLD","APLIQUE BID.6W L/C 18x18x5,5 RAYO","UN"
"LA1073","APLIQUE BID.6W L/C 10x10x5 TRENTO","UN"
"LA1109-4W","APLIQUE BID.4W L/C 11x8x3,5 VENE","UN"
"LA1109-6W","APLIQUE BID.6W L/C 16x8x35 BOLONIA","UN"
"LA1109-8W","APLIQUE BID.8W L/C 21x8x3,5 LECCE","UN"
"LA1110-6W","APLIQUE BID.6W L/C 16x8x35 MATERA","UN"
"LA11124","APLIQUE BID.4W L/C 13x8x4 MODENA","UN"
"LA11126","APLIQUE BID.6W L/C 16,5x8x4 LUCCA","UN"
"LA1113","APLIQUE BID.6W/6 RAYOS L/C","UN"
"LA8000301","CABLE PREENSAMBLADO 2X10MM-500M","ROL"
"LA8000302","CABLE PREENSAMBLADO 2X16MM-500M","ROL"
"LA8000303","CABLE PREENSAMBLADO 4X10MM-500M","ROL"
"LA8000304","CABLE PREENSAMBLADO 4X16MM-500M","ROL"
"LAOMEG3690","CENTRAL DE PORTON CT30 WIRELES KAZA","UN"
"LAP-WL009","APLIQUE BID.6W L/C 15x9 COMO","UN"
"LAP-WL010","APLIQUE BID.12W L/C 15x9 COMO","UN"
"LAP-WL011","APLIQUE BID.4W L/C 12x8 PRATO","UN"
"LAP-WL012","APLIQUE BID.10W L/C 12x8 PRATO","UN"
"LAP-WL019","APLIQUE BID.2X6W L/C 10x10 LUX","UN"
"LAP-WL020","APLIQUE BID.2X10W L/C 10x10x10x10 LUX","UN"
"LAP-WL027","APLIQUE BID.6W L/C 16x9 GIRONA","UN"
"LAP-WL028","APLIQUE BID.10W L/C 16x9 GIRONA","UN"
"LAP-WL036","ESTACA LED 115X65X240MM L/CALIDA","UN"
"LAP-WL037","PROYECTOR LED DIRECCIONABLE L/C","UN"
"LAP-WL038","PROYECTOR LED DIRECCIONABLE L/F","UN"
"LA5546","MANIJA DE APOYO ALUMINIO ANODIZADO 60CM","UN"
"LA0680510","PINT. AEROSOL USO GRAL. 250ML ALUM.","UN"
"LA0680512","PINT. AEROSOL USO GRAL. 250ML AMAR.","UN"
"LA0680513","PINT. AEROSOL USO GRAL. 250ML AZUL CL.","UN"
"LA0680514","PINT. AEROSOL USO GRAL. 250ML AZUL OSC.","UN"
"LA0680515","PINT. AEROSOL USO GRAL. 250ML BL.BRI.","UN"
"LA0680516","PINT. AEROSOL USO GRAL. 250ML BL.OPA","UN"
"LA0680517","PINT. AEROSOL USO GRAL. 250ML CENIZA OSC","UN"
"LA0680518","PINT. AEROSOL USO GRAL. 250ML DORADO","UN"
"LA0680519","PINT. AEROSOL USO GRAL. 250ML GRAFITE","UN"
"LA0680520","PINT. AEROSOL USO GRAL. 250ML MARRON","UN"
"LA0680521","PINT. AEROSOL USO GRAL. 250ML NG. BRI.","UN"
"LA0680522","PINT. AEROSOL USO GRAL. 250ML NG. OPA","UN"
"LA0680523","PINT. AEROSOL USO GRAL. 250ML ROSADO","UN"
"LA0680524","PINT. AEROSOL USO GRAL. 250ML VERDE OSC.","UN"
"LA0680525","PINT. AEROSOL USO GRAL. 250ML ROJO","UN"
"LA0680526","PINT. AEROSOL USO GRAL. 250ML VERNIZ BRI","UN"
"LA0680548","PINT. AEROSOL USO GRAL. 250ML BEIGE","UN"
"LA0680550","PINT. AEROSOL USO GRAL. 250ML NARANJA","UN"
"LA0680551","PINT. AEROSOL USO GRAL. 250ML NG. SM.BRI","UN"
"LA0680552","PINT. AEROSOL USO GRAL. 250ML VERDE CL.","UN"
"LA0680553","PINT. AEROSOL USO GRAL. 250ML VERNIZ OPA","UN"
"LA0680554","PINT. AEROSOL USO GRAL. 250ML VIOLETA CL","UN"
"LA6653818","CANO GALV.2""x1,20mm-10,25K","UN"
"LA6653820","CANO GALV.2""x1,40mm-11,88K","UN"
"LA1090093","ANTICORROSIVO CHEMICOLOR M500/250ml","UN"
"LA10-MAQ-CH-TEJ","MAQUINA CONFORMADORA CHAPA TIPO TEJA","UN"
"LA2200200","CAÑO RED.INOX.A270(304)12,7x1,2mm","UN"
"LA2200208","CAÑO RED.INOX.A270(304)76,2x2,0mm","UN"
"LA2200209","CAÑO RED.INO.A270(304)101,6x1,5mm","UN"
"LA2200210","CAÑO RED.INO.A270(304)101,6x2,0mm","UN"
"LA2200211","CODO 90 INOX.A270(304) 12,7x1,5mm","UN"
"LA2200212","CODO 90 INOX.A270(304)19,05x1,5mm","UN"
"LA2200213","CODO 90 INOX.A270(304) 25,4x1,5mm","UN"
"LA2200214","CODO 90 INOX.A270(304) 31,7x1,5mm","UN"
"LA2200215","CODO 90 INOX.A270(304) 38,1x1,5mm","UN"
"LA2200216","CODO 90 INOX.A270(304) 50,8x1,5mm","UN"
"LA2200217","CODO 90 INOX.A270(304) 63,5x1,5mm","UN"
"LA2200218","CODO 90 INOX.A270(304) 76,2x1,5mm","UN"
"LA2200219","CODO 90 INOX.A270(304) 76,2x2,0mm","UN"
"LA2200220","CODO 90 INOX.A270(304)101,6x2,0mm","UN"
"LA2200221","TEE INOX.A270(304) 12,7x1,5mm","UN"
"LA2200222","TEE INOX.A270(304) 19,05x1,5mm","UN"
"LA2200223","TEE INOX.A270(304) 25,4x1,5mm","UN"
"LA2200224","TEE INOX.A270(304) 31,7x1,5mm","UN"
"LA2200225","TEE INOX.A270(304) 38,1x1,5mm","UN"
"LA2200226","TEE INOX.A270(304) 50,8x1,5mm","UN"
"LA2200227","TEE INOX.A270(304) 63,5x1,5mm","UN"
"LA2200228","TEE INOX.A270(304) 76,2x1,5mm","UN"
"LA2200229","TEE INOX.A270(304) 76,2x2,0mm","UN"
"LA2200230","TEE INOX.A270(304) 101,6x1,5mm","UN"
"LA2200231","MANG.CLAMP.A270(304)12,7x1,5-25,4","UN"
"LA2200232","MANG.CLAM.A270(304)19,05x1,5-25,4","UN"
"LA2200233","MANG.CLAMP INOX.A270(304)25,4x1,5","UN"
"LA2200234","MANG.CLAMP INOX.A270(304)31,7x1,5","UN"
"LA2200235","MANG.CLAMP INOX.A270(304)38,1x1,5","UN"
"LA2200236","MANG.CLAMP INOX.A270(304)50,8x1,5","UN"
"LA2200237","MANG.CLAMP INOX.A270(304)63,5x1,5","UN"
"LA2200238","MANG.CLAMP INOX.A270(304)76,2x1,5","UN"
"LA2200239","MANG.CLAM INOX.A270(304)101,6x1,5","UN"
"LA2200240","REDUC.CONCEN. 304 19,05x12,7x1,5","UN"
"LA2200241","REDUC.CONCEN. 304 25,4x12,7x1,5mm","UN"
"LA2200242","REDUC.CONCEN. 304 25,4x19,05x1,5","UN"
"LA2200243","REDUC.CONCEN. 304 38,1x31,7x1,5mm","UN"
"LA2200244","REDUC.CONCEN. 304 38,1x25,4x1,5mm","UN"
"LA2200245","REDUC.CONCEN. 304 38,1x19,05x1,5","UN"
"LA2200246","REDUC.CONCEN. 304 50,8x38,1x1,5mm","UN"
"LA2200247","REDUC.CONCEN. 304 50,8x25,4x1,5mm","UN"
"LA2200248","REDUC.CONCEN. 304 63,5x50,8x1,5mm","UN"
"LA2200249","REDUC.CONCEN. 304 63,5x38,1x1,5mm","UN"
"LA2200250","REDUC.CONCEN. 304 76,2x63,5x2,0mm","UN"
"LA2200251","REDUC.CONCEN. 304 76,2x50,8x2,0mm","UN"
"LA2200252","REDUC.CONCEN. 304 101,6x76,2x2,0","UN"
"LA2200253","RED.CONC.A270 304 101,6x50,8x2,0","UN"
"LA2200254","UNION CLAMP 304 12,7x1,5mm-25,4","UN"
"LA2200255","UNION CLAMP 304 19,05x1,5mm-25,4","UN"
"LA2200256","UNION CLAMP INOX 304 25,4x1,5mm","UN"
"LA2200257","UNION CLAMP INOX 304 31,7x1,5mm","UN"
"LA2200258","UNION CLAMP INOX 304 38,1x1,5mm","UN"
"LA2200259","UNION CLAMP INOX 304 50,8x1,5mm","UN"
"LA2200260","UNION CLAMP INOX 304 63,5x1,5mm","UN"
"LA2200261","UNION CLAMP INOX 304 76,2x2,0mm","UN"
"LA2200262","UNION CLAMP INOX 304 101,6x2,0mm","UN"
"LA2200263","ABRAZADERA 304 UNION CLAMP - 25,4","UN"
"LA2200264","ABRAZADERA 304 UNION CLAMP - 31,7","UN"
"LA2200265","ABRAZADERA 304 UNION CLAMP - 38,1","UN"
"LA2200266","ABRAZADERA 304 UNION CLAMP - 50,8","UN"
"LA2200267","ABRAZADERA 304 UNION CLAMP - 63,5","UN"
"LA2200268","ABRAZADERA 304 UNION CLAMP - 76,2","UN"
"LA2200269","ABRAZADERA 304 UNION CLAMP-101,6","UN"
"LA2200270","UNION DANESA INOX 304 1""","UN"
"LA2200271","UNION DANESA INOX 304 1-1/2""","UN"
"LA2200272","UNION DANESA INOX 304 2""","UN"
"LA2200273","UNION DANESA INOX 304 2-1/2""","UN"
"LA2200274","UNION DANESA INOX 304 3""","UN"
"LA2200275","UNION DANESA INOX 304 4""","UN"
"LA2200276","VALV.MARIPOSA INOX.304-EPDM 25,4","UN"
"LA2200277","VALV.MARIPOSA INOX. 304-EPDM 38,1","UN"
"LA2200278","VALV.MARIPOSA INOX. 304-EPDM 50,8","UN"
"LA2200279","VALV.MARIPOSA INOX. 304-EPDM 63,5","UN"
"LA2200280","VALV.MARIPOSA INOX. 304-EPDM 76,2","UN"
"LAPT15","THERMO DOBLE ALUNET 10MM20X1M","ROL"
"LAPT16","THERMO ALUSTARK BLANCO 10MM20X1M","ROL"
"LA6961106PY","AISLAPOL CONST.5,2x100 150mc","UN"
"LA1130910","CANILLA JARDIN VIQUA NEGRA 1/2","UN"
"LA1560100","SIFON FUELLE UNIV.7/8"" 730MM VIQUA","UN"
"LA1700201","FLEXIBLE PLASTICO 40CM X 1/2 VIQUA","UN"
"LA1700301","FLEXIBLE PLASTICO 50CM X 1/2 VIQUA","UN"
"LA6911500","HORMIGONERA ECO DAF 1HP","UN"
"LA6911501","HORMIGONERA ECO DAF 3/4HP","UN"
"LA9590204","REPUESTO P/ IONIZADOR ANODO COB.25MM","UN"
"LA6590104","IONIZADOR SOLAR P/PISCINA OPTIMA","UN"
"LA7841533008605","LED BULB 40W YT-T120-1 EK E27 6400K BIVO","UN"
"LA7841533008643","LED BULB 50W YT-T125-1 EK E27 6400K BIVO","UN"
"LA7841533008742","LED BULB 7W YT-A55-1 EK 6400K BIVOLT","UN"
"LA7841533008766","LED BULB TM-130 80W E40 L/F(C)","UN"
"LA21557101","MATERIAL BLOQUEADO","UN"
"LA0680089","TINTA CHEMICOLOR 400ML VERMELHO","UN"
"LA7841533008926","LED T/DICROICA 6W GU10 YT-MR16 EK 2700K","UN"
"LA7841533009015","PANEL LED EK EMBUTIR TM-BLPL 50W 300*120","UN"
"LA7841533009381","PANEL LED EK EMB. 24W RED. TM-PLPR SMD 6","UN"
"LA7841533009596","PANEL LED EK EMB DIR. CUA. -9W","UN"
"LA7841533009640","PANEL LED EK EMB DIR.RED.L/C-9W","UN"
"LA7841533009657","MATERIAL BLOQUEADO","UN"
"LA7841533009428","PANEL LED EK EMBUTIR 30W CUAD.TM-PLP","UN"
"LA2100301","CAÑO RED.INO.A270(304)19,05x1,5mm","UN"
"LA2100302","CAÑO RED.INOX.A270(304)25,4x1,5mm","UN"
"LA2100303","CAÑO RED.INOX.A270(304)31,7x1,5mm","UN"
"LA2100304","CAÑO RED.INOX.A270(304)38,1x1,5mm","UN"
"LA2100305","CAÑO RED.INOX.A270(304)50,8x1,5mm","UN"
"LA2100306","CAÑO RED.INOX.A270(304)63,5x1,5mm","UN"
"LA2100307","CAÑO RED.INOX.A270(304)76,2x1,5mm","UN"
"LA6590105","ANODO P/IONIZADOR DE COBRE OPTIMA","UN"
"LA6912500","MOTOR P/HORMIGONERA DAF 1HP","UN"
"LA6912501","MOTOR P/HORMIGONERA DAF 3/4HP","UN"
"LA6912502","RUEDA P/HORMIGONERA DAF","UN"
"LA6922888","HORMIGONERA 1HP ANSA","UN"
"LA7000960","BOBINA C.TALLER 2X0,75MM-NEGRO1000M","ROL"
"LA7000961","BOBINA C.TALLER 2X1MM-NEGRO 1000M","ROL"
"LA7000962","BOBINA C.TALLER 2X1,5MM-NEGRO 1000M","ROL"
"LA7000963","BOBINA C.TALLER 2X2,5MM-NEGRO 1000M","ROL"
"LA7000964","BOBINA C.TALLER 2X4MM-NEGRO 1000M","ROL"
"LA7000965","BOBINA C.TALLER 3X2,5MM-NEGRO 1000M","ROL"
"LA78530/400","IRRIGADOR OSCILANTE TRAMONTINA","UN"
"LA10MAQ-CH-SIN2","MAQ.CONF.CHAPA SINUSOIDAL NIVESAL","UN"
"LA3663-MD","TABLERO EMB. N°36 C/RSTN+T 63A","UN"
"LA5100500","C. UTP CAT5E/CCA AZUL INT.OPTIMA","UN"
"LA5100501","C. UTP CAT5E/CCA NEGRO EXT.OPTIMA","UN"
"LA5100502","C. UTP CAT6E/CCA AZUL INT.OPTIMA","UN"
"LAGR240N1-1/2X1","RED.CONCENTR.RANxROSC. 1-1/2""x1""","UN"
"LAGR240N1-1/4X1","RED.CONCENTR.RANxROSC. 1-1/4""x1""","UN"
"LAGR240N2-1/2X1","RED.CONCENTR.RANxROSC. 2-1/2""x1""","UN"
"LAGR240N2X1","RED.CONCENTR.RANxROSC. 2""x1""","UN"
"LAGR3L1-1/2X1","TEE MECANICA ROSC.U BOLT 1-1/2""X1""","UN"
"LAGR3L2-1/2X1","TEE MECANICA ROSC.U BOLT 2-1/2""X1""","UN"
"LAGR3L2X1","TEE MECANICA ROSC.U BOLT 2""X1""","UN"
"LA29810","LLANA PL.C/GOMA Y M/PL. MAX 15X26CM","UN"
"LA29910","LLANA PL.C/GOMA Y M/PL. MAX 17X30CM","UN"
"LA5300","BROCHA MAX #53 BLANCA 140x58MM","UN"
"LA7841533008360","LED BULB 12W YT-A60 EK E27 2700K BIVOLT","UN"
"LA01000","REMATE LATERAL U ALUZINC 30MMX1MT","UN"
"LA02000","CHAPATERMO PU ALUZINC N°30 BL X30MMX7,30","UN"
"LA03000","CUMBRERA TERMO ALUZINC CON ENCASTRE 1,20","UN"
"LA21757101","TORNILLO AUTOROSC.CISER 4,2x25","UN"
"LA0680448","LIMPIA CONTACTO CHEMI. 12X300ML","UN"
"LA0680498","SILICONE CHEMI. LAVANDA 12X250ML","UN"
"LA0680499","GRAFITE CHEMICOLOR 110G 45X206","UN"
"LA0680533","ANTIRRESPINGO CHEMICOLOR 12X250ML","UN"
"LA6200451","METAL 250.32-12KG/M2(1,5Mx3M)","UN"
"LA7007200","ANGULO 2"" -ESP.:5/16""x6MTS.","UN"
"LA7007201","ANGULO 2-1/2"" -ESP.:5/16""x6MTS.","UN"
"LA7007202","ANGULO 2-1/2"" -ESP.:3/8""x6MTS.","UN"
"LA7007203","ANGULO 3"" -ESP.:5/16""x6MTS.","UN"
"LA7007204","ANGULO 3"" -ESP.:3/8""x6MTS.","UN"
"LA7007205","ANGULO 4"" -ESP.:5/16""x6MTS.","UN"
"LA7007206","ANGULO 4"" -ESP.:3/8""x6MTS.","UN"
"LA8426487585083","LLAVE TM 3P 40A ELEKTRON NDT3-C40","UN"
"LA8426487585106","LLAVE TM 3P 63A ELEKTRON NDT3-C63","UN"
"LA19AF1L080","HILO NYLON ALBAÑIL 0,80mm NARANJA ARATY","UN"
"LA29CR0603A220","CUERDATRENZADA ARATY AZUL 6mm","UN"
"LA29CR0603P220","CUERDATRENZADA ARATY ROJO 6mm","UN"
"LA29CR0603R220","CUERDATRENZADA ARATY VERDE 6mm","UN"
"LA29CR0603V220","CUERDATRENZADA ARATY NEGRO 6mm","UN"
"LA6200230FA","CHAPA NEG.C.ANTI 3mm(1,2X2,4)","UN"
"LA0926141","ANZUELO MUSTAD - 92611/8","UN"
"LA0926142","ANZUELO MUSTAD - 92611/9","UN"
"LA0926143","ANZUELO MUSTAD - 92611/10","UN"
"LA6200231FA","CHAPA NEG.C.ANTI 3mm(1,2x3)","UN"
"LA6700150","HORMIGONERA EWORK PRO 150","UN"
"LA20645","PASADOR ""LOTH""C/PORTAC. REF.4""","UN"
"LA20655","PASADOR ""LOTH""C/PORTAC. REF.5""","UN"
"LA20665","PASADOR ""LOTH""C/PORTAC. REF.6""","UN"
"LA66260173343","DISCO DIAM. P/AFILAR SIERRA NORTON 150MM","UN"
"LA7000534","CODO FUSION GAS 25X3/4","UN"
"LA70184624364","DISCO DIAM PRO SEG. NORTON 110X22.23","UN"
"LA70184645783","DISCO DIAM PRO SEG. NORTON 180X22.23","UN"
"LA70184645810","DISCO DIAM PRO SEG. NORTON 230X22.23","UN"
"LA00242312","SUPER DUCHA+ NG 6800W C/MANG FAME","UN"
"LA0926150","ANZUELO MUSTAD - 92611-NI-3/0","UN"
"LA0926152","ANZUELO MUSTAD - 92611-NI-5/0","UN"
"LA0926154","ANZUELO MUSTAD - 92611-NI-7/0","UN"
"LAVARIO-OFICINA","VARIOS FACTURACION– SERV ADMINIST","UN"
"LA00242562","SUPER DUCHA+ BL 6800W C/MANG FAME","UN"
"LA00242572","SUPER DUCHA+ BL 6800W S/MANG FAME","UN"
"LA00931210","BOYA ELECTRICA 16A-250V FAME","UN"
"LA01021972","GRIFO EL. (MOVIL) BL. 5400W FAME","UN"
"LA01025812","GRIFO EL. (RECTO) BL. 5400W FAME","UN"
"LA01028410","MATERIAL BLOQUEADO","PAQ"
"LA01028420","MATERIAL BLOQUEADO","PAQ"
"LA01037662","GRIFO EL. 4T/5400W BL. PARED FAME","UN"
"LA01039952","GRIFO ELEC. 4T ELEG. 5400W PARED-NG","UN"
"LA01041232","GRIFO EL. 4T/5400W BL. MESA FAME","UN"
"LA01041252","GRIFO EL. 4T/5400W NG. MESA FAME","UN"
"LA01219982","DUCHA-FLEX PELUQUERIA 4000W FAME","UN"
"LA01337190","KIT ACCESSORIOS P/BAÑO BL.FAME 5P","UN"
"LA0926110","ANZUELO MUSTAD NI- 10/0 CROM","UN"
"LA0926119","ANZUELO MUSTAD 2330-1-DT","UN"
"LA01342580","KIT ACCESSORIOS P/BAÑO NG.FAME 5P","UN"
"LA01616682","RESIST.P/ SDS-GRIFO 5400W FAME","UN"
"LA01641902","RESIST.P/ SUPER DUCHA+ 6800W FAME","UN"
"LA01644832","RESIST.P/GRIFO ELEGANCE 5400W FAME","UN"
"LA01731340","CAÑO BLANCO PL. P/DUCHA 30CM FAME","UN"
"LA01737770","SET MANGUERA P/DUCHA BLANCA FAME","UN"
"LA01743330","SET MANGUERA P/DUCHA NEGRA FAME","UN"
"LA02037852","CAUTIN ELECTRICO 30W FAME","UN"
"LA02037872","CAUTIN ELECTRICO 40W FAME","UN"
"LA02037892","CAUTIN ELECTRICO 50W FAME","UN"
"LA02037912","CAUTIN ELECTRICO 70W FAME","UN"
"LA0926120","ANZUELO MUSTAD 2330-2-DT","UN"
"LA02038432","CAUTIN ELECT. 180W HACHITA FAME","UN"
"LA02038452","CAUTIN ELECT. 320W HACHITA FAME","UN"
"LA08102220","LLAVE EXTERNA REDONDO FAME","UN"
"LA08103990","INTERRUPTOR VELADOR 6A/250V-BL FAME","UN"
"LA08127420","INTERRUPTOR VELADOR 6A/250V-NG FAME","UN"
"LA12040182","BOMBA SUMERGIBLE 800-370W FAME","UN"
"LA12040202","BOMBA SUMERGIBLE 900-450W FAME","UN"
"LA12140222","COCINA ELECT. 1 PLATO 1000W FAME","UN"
"LA12140242","COCINA ELECT. 2 PLATO 2000W FAME","UN"
"LA7841533007523","PANEL LED ADO. 22W RED. TM SMD L/F EK","UN"
"LA7841533007622","PANEL LED EMB. 12W CUAD. TM SMD L/C EK","UN"
"LA7841533007660","PANEL LED ADO. 8W RED. TM SMD L/F EK","UN"
"LA7841533007677","PANEL LED EMB. 8W CUA. TM SMD L/F EK","UN"
"LA7841533007684","MATERIAL BLOQUEADO","UN"
"LA7841533007691","PANEL LED ADO. 18W RED. TM SMD L/C EK","UN"
"LA7841533008988","PANEL LED EK ADO 50W 60X60 6400K BIV","UN"
"LA7841533009008","PANEL LED EMB. TM-BLPL 50W L/F BIV.EK","UN"
"LA7841533009022","PANEL LED EMB. TM-BLPL 50W L/C BIV.EK","UN"
"LA7841533009039","PANEL LED ADO. 12W CUAD. TM SMD L/C BIV.","UN"
"LA7841533009046","PANEL LED ADO. 12W CUAD. TM SMD L/F BIV.","UN"
"LA7841533009053","PANEL LED ADO. 12W RED. TM SMD L/C BIV.","UN"
"LA7841533009060","PANEL LED ADO. 12W RED. TM SMD L/F BIV.","UN"
"LA7841533009084","PANEL LED ADO. 18W CUAD. TM SMD L/F BIV.","UN"
"LA7841533009107","PANEL LED ADO. 18W RED. TM SMD L/F BIV.E","UN"
"LA7841533009169","PANEL LED ADO. 28W RED. TM SMD L/F BIV.E","UN"
"LA7841533009183","PANEL LED ADO. 30W CUAD. TM SMD L/F EK","UN"
"LA7841533009251","PANEL LED ADO. 8W RED. TM SMD L/C BIV. E","UN"
"LA7841533009299","PANEL LED EMB. 12W RED. TM SMD L/C BIV.E","UN"
"LA7841533009305","PANEL LED EMB. 12W RED. TM SMD L/F BIV.E","UN"
"LA7841533009329","PANEL LED EMB. 18W CUAD. TM SMD L/F BIV.","UN"
"LA7841533009343","PANEL LED EMB. 18W RED. TM SMD L/F BIV.","UN"
"LA7841533009404","PANEL LED EMB. 27W RED. TM SMD L/F BIV.E","UN"
"LA7841533009541","SPOT LED EMB CUAD. TM-DLPS-12W L/C BIV.E","UN"
"LA7841533009558","SPOT LED EMB CUAD. TM-DLPS-12W L/F BIV.E","UN"
"LA7841533009565","SPOT LED EMB CUAD. TM-DLPS-7W L/C BIV. E","UN"
"LA7841533009572","SPOT LED EMB CUAD. TM-DLPS-7W L/F BIV.EK","UN"
"LA7841533009589","SPOT LED EMB CUAD. TM-DLPS-9W L/C BIV.EK","UN"
"LA7841533009602","SPOT LED EMB RED. TM-DLPR-12W L/C BIV.EK","UN"
"LA0926118","ANZUELO MUSTAD NI-8 CROM","UN"
"LA6200246FA","CHAPA NEG. F.#28/0,34MM(1X2)5,20KG","UN"
"LA6200247FA","CHAPA NEG. F.#30/0,30MM(1X2)4,56KG","UN"
"LA2565","SIFON C/ VASO SSUC2 MET.","UN"
"LA6300008","ELECTRIFICADOR SOLAR 0,3 45KM","UN"
"LA0926122","ANZUELO MUSTAD 2330-4-DT","UN"
"LA0926123","ANZUELO MUSTAD 2330-5-DT","UN"
"LA0926124","ANZUELO MUSTAD 2330-6-DT","UN"
"LA0926125","ANZUELO MUSTAD 2330-7-DT","UN"
"LA6300009","ELECTRIFICADOR SOLAR 1,0 130KM","UN"
"LA6300010","ELECTRIFICADOR PAMPEANO 45KM","UN"
"LA8426487587711","DISYUNTOR DIF. 2P 40A EK 30MA","UN"
"LA7002117","CANO NEGRO RECT.10X20X0,90X6MTS.","UN"
"LA7002119","CANO NEGRO RECT.10X20X1,20X6MTS.","UN"
"LA7002121","CANO NEGRO RECT.10X30X0,90X6MTS.","UN"
"LA7002122","CANO NEGRO RECT.10X30X1,20X6MTS.","UN"
"LA7002123","CANO NEGRO RECT.40X60X1,20X6MTS.","UN"
"LA19737","CUCHILLA P/FORRAJERA 110MM CID","UN"
"LA20658","LLAVE BIPOLAR 15A TCL ROJA CID","UN"
"LA27480","POLEA ALU. 24MM HORM. 400LTS CID","UN"
"LA33412","REPUESTO TRASEIRO DE PIÑON CID400","UN"
"LA0926132","ANZUELO MUSTAD 2330-14-DT","UN"
"LA0926133","ANZUELO MUSTAD 2330-15-DT","UN"
"LA0926134","ANZUELO MUSTAD - 92611/1","UN"
"LA37649","CREMALLERA SECCIONADA CID 400LTS","UN"
"LA78281/084","BALDE ALBAÑIL 8LTOS TRAMONTINA","UN"
"LA0926149","ANZUELO MUSTAD - 92611-NI-2 (50UN)","UN"
"LA0926151","ANZUELO MUSTAD - 92611-NI-4 (50UN)","UN"
"LA0926153","ANZUELO MUSTAD - 92611-NI-6 (50UN)","UN"
"LA0926155","ANZUELO MUSTAD - 92611-NI-8 (50UN)","UN"
"LA001028410","PICO P/CANILLA BLANCO (15PCS)FAME","PAQ"
"LA001028420","PICO P/CANILLA CROMADO(15PCS)FAME","PAQ"
"LA01044842","GRIFO EL. 4T/5400W NG. PARED FAME","UN"
"LA08858060","REPISA RECTA MIEL 1,5X25x60CM","UN"
"LA6890726","CARBURO CALCIO BRASIL 50/80 25KG CARTON","UN"
"LA6200222FAA","CHAPA NEG.C. LISA 2,5mm(1,2X2,4)#12","UN"
"LA6200223FAA","CHAPA NEG.C. LISA 2,5mm(1,2x3)#12","UN"
"LA6200224FAA","CHAPA NEG.C. LISA 3,0MM(1,2X2,4)","UN"
"LA6200225FAA","CHAPA NEG.C. LISA 3,0MM(1,2x3,0)","UN"
"LA6200226FAA","CHAPA NEG.C.ANTI 2,5mm(1,2X2,4)#12","UN"
"LA6200227FAA","CHAPA NEG.C.ANTI 2,5mm(1,2x3)#12","UN"
